Кредит (актив),Вклад (пассив),Дата погашения,"Срок погашения, дней","Ставка, %",[ОТВЕТ] Номер группы,Пример группировки (для первых 20 сделок)
50000000.0,0.0,2018-06-07,77,0.934,1.0,5.0
0.0,50000000.0,2018-04-28,37,0.9745,2.0,4.0
121700000.0,0.0,2018-04-27,36,1.7603,6.0,2.0
111000000.0,0.0,2018-04-27,36,1.7603,6.0,2.0
0.0,55600000.0,2018-04-30,39,1.7669,6.0,2.0
550000000.0,0.0,2018-05-07,46,1.7935,1.0,2.0
0.0,24500000.0,2018-05-09,48,1.7999,8.0,2.0
0.0,22000000.0,2018-05-09,48,1.7999,8.0,2.0
0.0,10000000.0,2018-05-10,49,1.8105,8.0,2.0
11100000.0,0.0,2018-05-16,55,1.85,7.0,2.0
0.0,1100000.0,2018-05-17,56,1.8725,8.0,2.0
8000000.0,0.0,2018-05-17,56,1.8849,8.0,2.0
0.0,33000000.0,2018-06-04,74,2.0246,10.0,1.0
0.0,11300000.0,2018-06-05,75,2.0246,10.0,1.0
100000000.0,0.0,2018-06-11,81,2.0714,12.0,1.0
0.0,5000000.0,2018-06-11,81,2.0714,12.0,1.0
0.0,5000000.0,2018-06-11,81,2.0714,12.0,1.0
6100000.0,0.0,2018-06-14,84,2.1069,13.0,1.0
0.0,8200000.0,2018-06-14,84,2.1069,13.0,1.0
14400000.0,0.0,2018-06-18,88,2.1775,14.0,3.0
50000000.0,0.0,2018-05-21,60,1.8849,8.0,
0.0,52000000.0,2018-05-21,60,1.8921,8.0,
20000000.0,0.0,2018-05-24,63,1.9436,9.0,
50600000.0,0.0,2018-05-24,63,1.9436,9.0,
11000000.0,0.0,2018-05-24,63,1.9436,9.0,
0.0,25000000.0,2018-05-24,63,1.9436,9.0,
0.0,11000000.0,2018-05-24,63,1.9436,9.0,
25000000.0,0.0,2018-05-24,63,1.9436,10.0,
0.0,41800000.0,2018-06-01,71,2.0063,10.0,
18900000.0,0.0,2018-06-04,74,2.0246,10.0,
0.0,5900000.0,2018-06-04,74,2.0246,10.0,
14700000.0,0.0,2018-06-06,76,2.0252,10.0,
0.0,55400000.0,2018-06-06,76,2.0252,10.0,
60900000.0,0.0,2018-06-06,76,2.0252,10.0,
0.0,67800000.0,2018-06-07,77,2.0349,10.0,
0.0,127500000.0,2018-06-18,88,2.1775,14.0,
0.0,16000000.0,2018-05-31,70,1.9842,9.0,
102300000.0,0.0,2018-04-30,39,1.7669,6.0,
20500000.0,0.0,2018-05-04,43,1.787,8.0,
26000000.0,0.0,2018-05-10,49,1.8105,8.0,
80000000.0,0.0,2018-04-30,39,1.7723,8.0,
0.0,20600000.0,2018-05-14,53,1.8105,7.0,
0.0,76000000.0,2018-05-18,57,1.8849,8.0,
20600000.0,0.0,2018-06-04,74,2.0246,10.0,
0.0,103200000.0,2018-06-07,77,2.0349,10.0,
0.0,103300000.0,2018-06-08,78,2.0473,11.0,
0.0,54100000.0,2018-06-11,81,2.0714,12.0,
0.0,103100000.0,2018-06-14,84,2.1069,13.0,
50000000.0,0.0,2018-06-18,88,2.145,14.0,
0.0,54200000.0,2018-06-21,91,2.2225,15.0,
0.0,41000000.0,2018-04-23,32,1.7447,6.0,
0.0,14400000.0,2018-04-23,32,1.7447,6.0,
102500000.0,0.0,2018-04-27,36,1.7603,6.0,
0.0,20500000.0,2018-04-30,39,1.7603,6.0,
0.0,14300000.0,2018-05-01,40,1.7734,8.0,
0.0,8600000.0,2018-05-04,43,1.787,8.0,
0.0,78000000.0,2018-05-30,69,1.9842,9.0,
53100000.0,0.0,2018-05-08,47,1.7907,8.0,
10200000.0,0.0,2018-05-09,48,1.7999,8.0,
0.0,79300000.0,2018-05-10,49,1.8105,8.0,
101700000.0,0.0,2018-05-11,50,1.8105,8.0,
33000000.0,0.0,2018-05-11,50,1.8105,8.0,
77000000.0,0.0,2018-05-30,69,1.9842,9.0,
25500000.0,0.0,2018-05-16,55,1.85,7.0,
10500000.0,0.0,2018-05-16,55,1.85,7.0,
20000000.0,0.0,2018-05-18,57,1.8849,8.0,
0.0,20500000.0,2018-05-29,68,1.9436,9.0,
0.0,20400000.0,2018-05-29,68,1.9436,9.0,
0.0,8500000.0,2018-05-29,68,1.9842,9.0,
25000000.0,0.0,2018-04-24,33,1.7413,6.0,
0.0,25000000.0,2018-04-24,33,1.7413,6.0,
20400000.0,0.0,2018-04-25,34,1.7452,6.0,
14300000.0,0.0,2018-04-25,34,1.7452,6.0,
0.0,20500000.0,2018-04-27,36,1.7603,6.0,
20500000.0,0.0,2018-04-30,39,1.7723,8.0,
10600000.0,0.0,2018-04-30,39,1.7723,8.0,
0.0,20500000.0,2018-04-30,39,1.7723,8.0,
10600000.0,0.0,2018-04-30,39,1.7723,8.0,
23400000.0,0.0,2018-05-01,40,1.7734,8.0,
35100000.0,0.0,2018-05-01,40,1.7734,8.0,
0.0,50800000.0,2018-05-01,40,1.7734,8.0,
0.0,53000000.0,2018-05-01,40,1.7734,8.0,
0.0,20500000.0,2018-05-01,40,1.7734,8.0,
0.0,4200000.0,2018-05-02,41,1.7778,8.0,
0.0,10200000.0,2018-05-02,41,1.7778,8.0,
6600000.0,0.0,2018-05-04,43,1.787,8.0,
0.0,12300000.0,2018-05-08,47,1.7935,8.0,
10200000.0,0.0,2018-05-09,48,1.7999,8.0,
157000000.0,0.0,2018-05-15,54,1.8388,7.0,
158000000.0,0.0,2018-05-15,54,1.8388,7.0,
0.0,15000000.0,2018-05-10,49,1.8105,8.0,
5000000.0,0.0,2018-05-14,53,1.82,7.0,
10000000.0,0.0,2018-05-14,53,1.82,7.0,
1000000.0,0.0,2018-05-14,53,1.82,7.0,
10000000.0,0.0,2018-05-14,53,1.82,7.0,
10000000.0,0.0,2018-05-14,53,1.8334,7.0,
20000000.0,0.0,2018-05-15,54,1.8388,7.0,
0.0,1000000.0,2018-05-16,55,1.85,7.0,
10000000.0,0.0,2018-05-16,55,1.85,7.0,
10000000.0,0.0,2018-05-17,56,1.8849,8.0,
0.0,10000000.0,2018-05-17,56,1.8849,8.0,
0.0,10000000.0,2018-05-17,56,1.8849,8.0,
0.0,10000000.0,2018-05-21,60,1.8921,8.0,
0.0,50000000.0,2018-05-21,60,1.8921,8.0,
0.0,20800000.0,2018-05-21,60,1.8921,8.0,
0.0,10000000.0,2018-05-21,60,1.8921,8.0,
10000000.0,0.0,2018-05-23,62,1.9198,8.0,
0.0,10000000.0,2018-05-23,62,1.9198,8.0,
25000000.0,0.0,2018-05-23,62,1.9198,8.0,
0.0,1000.0,2018-05-24,63,1.9436,9.0,
0.0,20800000.0,2018-05-24,63,1.9436,9.0,
20800000.0,0.0,2018-05-24,63,1.9436,9.0,
0.0,20700000.0,2018-05-29,68,1.9842,9.0,
12500000.0,0.0,2018-06-01,71,2.0063,10.0,
0.0,16600000.0,2018-06-04,74,2.0172,10.0,
0.0,50000000.0,2018-05-17,56,1.8849,8.0,
20800000.0,0.0,2018-06-04,74,2.0246,10.0,
0.0,21870000.0,2018-06-04,74,2.0246,10.0,
10000000.0,0.0,2018-06-04,74,2.0246,10.0,
10400000.0,0.0,2018-06-04,74,2.0246,10.0,
20900000.0,0.0,2018-06-06,76,2.0252,10.0,
10000000.0,0.0,2018-06-07,77,2.0349,10.0,
0.0,10000000.0,2018-06-08,78,2.0473,11.0,
0.0,50000000.0,2018-06-11,81,2.0573,12.0,
10400000.0,0.0,2018-06-11,81,2.0714,12.0,
0.0,50000000.0,2018-06-11,81,2.0714,12.0,
46300000.0,0.0,2018-05-03,42,1.787,8.0,
50900000.0,0.0,2018-05-03,42,1.787,8.0,
0.0,5200000.0,2018-05-03,42,1.787,8.0,
20800000.0,0.0,2018-05-11,50,1.8105,8.0,
50800000.0,0.0,2018-05-14,53,1.8334,7.0,
0.0,10000000.0,2018-05-14,53,1.8334,7.0,
10900000.0,0.0,2018-05-15,54,1.8388,7.0,
0.0,10000000.0,2018-05-15,54,1.8388,7.0,
0.0,6200000.0,2018-05-15,54,1.8388,7.0,
8300000.0,0.0,2018-05-17,56,1.8849,8.0,
10900000.0,0.0,2018-05-17,56,1.8849,8.0,
0.0,28600000.0,2018-05-17,56,1.8849,8.0,
3100000.0,0.0,2018-05-17,56,1.8849,8.0,
0.0,5500000.0,2018-05-17,56,1.8849,8.0,
0.0,31300000.0,2018-05-18,57,1.8849,8.0,
0.0,50000000.0,2018-05-21,60,1.8921,8.0,
0.0,31200000.0,2018-05-22,61,1.9039,8.0,
0.0,5000000.0,2018-05-16,55,1.85,7.0,
0.0,120000000.0,2018-05-15,54,1.8388,7.0,
0.0,5000000.0,2018-05-25,64,1.9436,9.0,
5000000.0,0.0,2018-05-30,69,1.9842,9.0,
0.0,21800000.0,2018-05-30,69,1.9842,9.0,
21000000.0,0.0,2018-06-04,74,2.0172,10.0,
0.0,34100000.0,2018-06-01,71,2.0063,10.0,
1000000.0,0.0,2018-06-01,71,2.0063,10.0,
60300000.0,0.0,2018-06-07,77,2.0349,10.0,
27000000.0,0.0,2018-06-14,84,2.1069,13.0,
40000000.0,0.0,2018-05-15,54,1.8388,7.0,
0.0,185600000.0,2018-06-18,88,2.1775,14.0,
10000000.0,0.0,2018-06-18,88,2.1775,14.0,
0.0,27000000.0,2018-06-18,88,2.1775,14.0,
15100000.0,0.0,2018-06-21,91,2.2225,15.0,
10000000.0,0.0,2018-04-24,33,1.7413,6.0,
2100000.0,0.0,2018-04-24,33,1.7413,6.0,
0.0,30000000.0,2018-04-25,34,1.7452,6.0,
0.0,10000000.0,2018-04-25,34,1.7452,6.0,
20800000.0,0.0,2018-04-23,32,1.7447,6.0,
0.0,40400000.0,2018-05-15,54,1.8388,7.0,
0.0,11000000.0,2018-05-30,69,1.9842,9.0,
18000000.0,0.0,2018-06-01,71,2.0063,10.0,
10000000.0,0.0,2018-06-01,71,2.0063,10.0,
50000000.0,0.0,2018-06-04,74,2.0246,10.0,
60900000.0,0.0,2018-06-06,76,2.0252,10.0,
24400000.0,0.0,2018-06-07,77,2.0349,10.0,
0.0,54200000.0,2018-06-07,77,2.0349,10.0,
42000000.0,0.0,2018-06-07,77,2.0349,10.0,
0.0,11100000.0,2018-06-08,78,2.0473,11.0,
11000000.0,0.0,2018-06-11,81,2.0714,12.0,
11000000.0,0.0,2018-06-11,81,2.0714,12.0,
0.0,1000000.0,2018-06-15,85,2.1245,13.0,
0.0,10000000.0,2018-06-15,85,2.1245,13.0,
21100000.0,0.0,2018-06-18,88,2.1775,14.0,
18000000.0,0.0,2018-06-18,88,2.1775,14.0,
0.0,100000000.0,2018-06-19,89,2.1775,14.0,
10000000.0,0.0,2018-06-21,91,2.2225,15.0,
10000000.0,0.0,2018-06-21,91,2.2225,15.0,
81500000.0,0.0,2018-05-15,54,1.9604,9.0,
11200000.0,0.0,2018-04-24,33,1.7413,6.0,
0.0,106000000.0,2018-04-24,33,1.7413,6.0,
0.0,11200000.0,2018-04-26,35,1.7525,6.0,
0.0,16800000.0,2018-04-30,39,1.7603,6.0,
18500000.0,0.0,2018-04-30,39,1.7603,6.0,
61600000.0,0.0,2018-04-30,39,1.7603,6.0,
0.0,50000000.0,2018-04-30,39,1.7669,6.0,
62100000.0,0.0,2018-04-30,39,1.7723,8.0,
0.0,50000000.0,2018-04-30,39,1.7723,8.0,
0.0,41250000.0,2018-06-04,74,2.0172,10.0,
0.0,41200000.0,2018-04-30,39,1.7723,8.0,
0.0,30000000.0,2018-06-04,74,2.0172,10.0,
56300000.0,0.0,2018-05-01,40,1.7734,8.0,
0.0,38400000.0,2018-05-01,40,1.7734,8.0,
0.0,108600000.0,2018-05-02,41,1.7778,8.0,
82000000.0,0.0,2018-05-15,54,1.9604,9.0,
0.0,106200000.0,2018-05-08,47,1.789,8.0,
31100000.0,0.0,2018-05-08,47,1.789,8.0,
21200000.0,0.0,2018-05-08,47,1.789,8.0,
21300000.0,0.0,2018-05-08,47,1.789,8.0,
56700000.0,0.0,2018-05-08,47,1.7935,8.0,
15500000.0,0.0,2018-05-08,47,1.7935,8.0,
0.0,56200000.0,2018-05-08,47,1.7907,8.0,
0.0,11300000.0,2018-05-15,54,1.8388,7.0,
28200000.0,0.0,2018-05-15,54,1.8388,7.0,
0.0,28200000.0,2018-05-16,55,1.85,7.0,
0.0,28300000.0,2018-05-16,55,1.85,7.0,
52400000.0,0.0,2018-05-21,60,1.8849,8.0,
0.0,53100000.0,2018-05-29,68,1.9436,9.0,
21300000.0,0.0,2018-05-29,68,1.9436,9.0,
21300000.0,0.0,2018-06-01,71,2.0063,10.0,
0.0,123000000.0,2018-05-15,54,1.9604,9.0,
0.0,250000000.0,2018-06-04,74,2.0172,10.0,
21300000.0,0.0,2018-06-08,78,2.0473,11.0,
11300000.0,0.0,2018-06-08,78,2.0473,11.0,
21300000.0,0.0,2018-06-20,90,2.2018,15.0,
37000000.0,0.0,2018-05-17,56,1.8849,8.0,
0.0,10000000.0,2018-05-08,47,1.787,8.0,
21000000.0,0.0,2018-04-30,39,1.7723,8.0,
43000000.0,0.0,2018-05-08,47,1.787,8.0,
0.0,20000000.0,2018-06-11,81,2.0573,12.0,
17750000.0,0.0,2018-06-11,81,2.0714,12.0,
0.0,11000000.0,2018-06-13,83,2.0888,12.0,
0.0,6000000.0,2018-06-18,88,2.145,14.0,
0.0,25000000.0,2018-05-08,47,1.7907,8.0,
41000000.0,0.0,2018-05-14,53,1.8105,7.0,
0.0,17000000.0,2018-05-21,60,1.8849,8.0,
0.0,11000000.0,2018-05-29,68,1.9563,9.0,
0.0,20000000.0,2018-05-29,68,1.9842,9.0,
0.0,22000000.0,2018-06-20,90,2.2018,15.0,
20000000.0,0.0,2018-04-30,39,1.7669,6.0,
28000000.0,0.0,2018-04-30,39,1.7723,8.0,
51100000.0,0.0,2018-04-30,39,1.7723,8.0,
22000000.0,0.0,2018-05-04,43,1.787,8.0,
0.0,10000000.0,2018-05-07,46,1.787,8.0,
0.0,20000000.0,2018-05-10,49,1.8105,8.0,
0.0,10000000.0,2018-05-10,49,1.8105,8.0,
0.0,10000000.0,2018-05-18,57,1.8849,8.0,
0.0,10000000.0,2018-05-24,63,1.9436,9.0,
50000000.0,0.0,2018-05-24,63,1.9436,9.0,
14500000.0,0.0,2018-06-07,77,2.0349,10.0,
0.0,50000000.0,2018-06-12,82,2.0714,12.0,
0.0,20000000.0,2018-06-13,83,2.0888,12.0,
0.0,20000000.0,2018-06-21,91,2.2225,15.0,
0.0,11100000.0,2018-04-24,33,1.7413,6.0,
35000000.0,0.0,2018-04-27,36,1.7669,6.0,
16000000.0,0.0,2018-05-02,41,1.7778,8.0,
0.0,20500000.0,2018-05-21,60,1.8849,8.0,
0.0,20000000.0,2018-06-04,74,2.0172,10.0,
31100000.0,0.0,2018-06-11,81,2.0714,12.0,
50000000.0,0.0,2018-06-18,88,2.145,14.0,
0.0,45300000.0,2018-04-23,32,1.7447,6.0,
8700000.0,0.0,2018-04-24,33,1.7413,6.0,
75000000.0,0.0,2018-05-08,47,1.787,8.0,
50000000.0,0.0,2018-05-08,47,1.787,8.0,
0.0,12800000.0,2018-05-08,47,1.787,8.0,
1100000.0,0.0,2018-05-08,47,1.789,8.0,
34800000.0,0.0,2018-06-04,74,2.0172,10.0,
21900000.0,0.0,2018-06-08,78,2.0473,11.0,
3900000.0,0.0,2018-06-11,81,2.0714,12.0,
0.0,17500000.0,2018-06-18,88,2.145,14.0,
0.0,80000000.0,2018-05-03,42,1.787,8.0,
123000000.0,0.0,2018-04-30,39,1.7723,8.0,
0.0,10900000.0,2018-04-23,32,1.7447,6.0,
0.0,60500000.0,2018-04-23,32,1.7447,6.0,
10900000.0,0.0,2018-04-23,32,1.7445,6.0,
0.0,26000000.0,2018-04-23,32,1.7445,6.0,
0.0,5400000.0,2018-04-27,36,1.7603,6.0,
59000000.0,0.0,2018-05-29,68,1.9842,9.0,
20600000.0,0.0,2018-05-18,57,1.8849,8.0,
0.0,41200000.0,2018-05-21,60,1.8849,8.0,
16400000.0,0.0,2018-06-04,74,2.0246,10.0,
28100000.0,0.0,2018-06-11,81,2.0714,12.0,
32800000.0,0.0,2018-06-12,82,2.0714,12.0,
100000000.0,0.0,2018-06-15,85,2.1245,13.0,
10900000.0,0.0,2018-06-19,89,2.1775,14.0,
10900000.0,0.0,2018-06-19,89,2.1775,14.0,
0.0,5400000.0,2018-05-03,42,1.787,8.0,
10300000.0,0.0,2018-04-30,39,1.7723,8.0,
31000000.0,0.0,2018-05-03,42,1.787,8.0,
10900000.0,0.0,2018-05-03,42,1.787,8.0,
0.0,20600000.0,2018-05-08,47,1.787,8.0,
10900000.0,0.0,2018-05-08,47,1.7935,8.0,
0.0,20500000.0,2018-05-10,49,1.8105,8.0,
0.0,20700000.0,2018-05-21,60,1.8849,8.0,
18600000.0,0.0,2018-05-21,60,1.8921,8.0,
0.0,20600000.0,2018-05-24,63,1.9436,9.0,
0.0,20600000.0,2018-05-29,68,1.9436,9.0,
14400000.0,0.0,2018-05-29,68,1.9436,9.0,
10300000.0,0.0,2018-05-29,68,1.9842,9.0,
0.0,10300000.0,2018-05-29,68,1.9842,9.0,
10300000.0,0.0,2018-06-01,71,2.0063,10.0,
0.0,20600000.0,2018-06-04,74,2.0172,10.0,
0.0,10300000.0,2018-06-04,74,2.0172,10.0,
10300000.0,0.0,2018-06-04,74,2.0246,10.0,
21200000.0,0.0,2018-05-08,47,1.787,8.0,
22600000.0,0.0,2018-05-08,47,1.789,8.0,
53000000.0,0.0,2018-05-08,47,1.7907,8.0,
0.0,81800000.0,2018-05-15,54,1.9604,9.0,
0.0,5600000.0,2018-05-08,47,1.7907,8.0,
105800000.0,0.0,2018-05-08,47,1.7907,8.0,
0.0,56100000.0,2018-05-08,47,1.7907,8.0,
22600000.0,0.0,2018-05-14,53,1.8105,7.0,
21200000.0,0.0,2018-05-14,53,1.82,7.0,
0.0,10600000.0,2018-05-14,53,1.82,7.0,
0.0,21200000.0,2018-05-15,54,1.8388,7.0,
0.0,53100000.0,2018-05-15,54,1.8388,7.0,
0.0,28200000.0,2018-05-16,55,1.85,7.0,
0.0,52000000.0,2018-06-07,77,2.0349,10.0,
0.0,11000000.0,2018-06-11,81,2.0714,12.0,
0.0,11000000.0,2018-06-12,82,2.0714,12.0,
158000000.0,0.0,2018-06-14,84,2.1069,14.0,
0.0,42100000.0,2018-06-15,85,2.1245,13.0,
11000000.0,0.0,2018-06-15,85,2.1245,13.0,
0.0,21100000.0,2018-06-18,88,2.1775,14.0,
0.0,18000000.0,2018-06-18,88,2.1775,14.0,
50000000.0,0.0,2018-06-19,89,2.1775,14.0,
15000000.0,0.0,2018-06-21,91,2.2225,15.0,
5600000.0,0.0,2018-04-23,32,1.7445,6.0,
0.0,11200000.0,2018-04-23,32,1.7445,6.0,
56200000.0,0.0,2018-04-24,33,1.7413,6.0,
0.0,31800000.0,2018-04-24,33,1.7413,6.0,
11200000.0,0.0,2018-04-25,34,1.7452,6.0,
46400000.0,0.0,2018-04-30,39,1.7603,6.0,
0.0,14400000.0,2018-04-30,39,1.7603,6.0,
0.0,68500000.0,2018-04-30,39,1.7603,6.0,
61600000.0,0.0,2018-04-30,39,1.7603,6.0,
20700000.0,0.0,2018-04-30,39,1.7603,6.0,
48700000.0,0.0,2018-04-30,39,1.7669,6.0,
12700000.0,0.0,2018-04-30,39,1.7723,8.0,
37100000.0,0.0,2018-04-30,39,1.7723,8.0,
0.0,155100000.0,2018-05-01,40,1.7734,8.0,
34600000.0,0.0,2018-05-01,40,1.7734,8.0,
56500000.0,0.0,2018-05-08,47,1.789,8.0,
45200000.0,0.0,2018-05-08,47,1.789,8.0,
0.0,106402630.0,2018-05-08,47,1.7935,8.0,
0.0,28100000.0,2018-05-08,47,1.7907,8.0,
51700000.0,0.0,2018-05-08,47,1.7907,8.0,
5600000.0,0.0,2018-05-08,47,1.7907,8.0,
0.0,20800000.0,2018-04-25,34,1.7452,6.0,
20000000.0,0.0,2018-04-26,35,1.7525,6.0,
51900000.0,0.0,2018-04-26,35,1.7525,6.0,
0.0,20100000.0,2018-04-27,36,1.7603,6.0,
27400000.0,0.0,2018-04-27,36,1.7603,6.0,
27500000.0,0.0,2018-04-27,36,1.7603,6.0,
18900000.0,0.0,2018-04-30,39,1.7669,6.0,
0.0,10000000.0,2018-04-30,39,1.7669,6.0,
0.0,4000000.0,2018-04-30,39,1.7669,6.0,
0.0,1000000.0,2018-04-30,39,1.7669,6.0,
0.0,12000000.0,2018-04-30,39,1.7723,8.0,
6000000.0,0.0,2018-05-01,40,1.7734,8.0,
35000000.0,0.0,2018-05-22,61,1.9039,8.0,
54000000.0,0.0,2018-06-05,75,2.0246,10.0,
0.0,16000000.0,2018-06-05,75,2.0246,10.0,
0.0,25500000.0,2018-06-06,76,2.0252,10.0,
41000000.0,0.0,2018-06-11,81,2.0714,12.0,
102000000.0,0.0,2018-06-18,88,2.1775,14.0,
30900000.0,0.0,2018-04-23,32,1.7447,6.0,
12700000.0,0.0,2018-04-24,33,1.7413,6.0,
29800000.0,0.0,2018-05-04,43,1.787,8.0,
0.0,12800000.0,2018-05-08,47,1.787,8.0,
33000000.0,0.0,2018-05-08,47,1.7907,8.0,
102800000.0,0.0,2018-05-21,60,1.8849,8.0,
31000000.0,0.0,2018-06-04,74,2.0172,10.0,
10300000.0,0.0,2018-04-23,32,1.7447,6.0,
20500000.0,0.0,2018-04-23,32,1.7447,6.0,
41000000.0,0.0,2018-04-23,32,1.7447,6.0,
30800000.0,0.0,2018-04-23,32,1.7445,6.0,
0.0,40000000.0,2018-04-27,36,1.5622,5.0,
0.0,22000000.0,2018-05-18,57,1.8849,8.0,
0.0,24700000.0,2018-05-29,68,1.9842,9.0,
0.0,61900000.0,2018-06-12,82,2.0714,12.0,
10900000.0,0.0,2018-06-15,85,2.1245,13.0,
43400000.0,0.0,2018-06-18,88,2.1775,14.0,
0.0,30800000.0,2018-04-26,35,1.7525,6.0,
0.0,10800000.0,2018-04-30,39,1.7603,6.0,
0.0,12700000.0,2018-05-03,42,1.787,8.0,
10200000.0,0.0,2018-05-08,47,1.787,8.0,
10200000.0,0.0,2018-05-08,47,1.787,8.0,
10300000.0,0.0,2018-05-08,47,1.789,8.0,
10200000.0,0.0,2018-05-09,48,1.7999,8.0,
10300000.0,0.0,2018-05-11,50,1.8105,8.0,
10300000.0,0.0,2018-05-14,53,1.82,7.0,
0.0,20600000.0,2018-05-21,60,1.8849,8.0,
0.0,27500000.0,2018-05-21,60,1.8849,8.0,
10300000.0,0.0,2018-05-23,62,1.9198,8.0,
20600000.0,0.0,2018-06-04,74,2.0172,10.0,
19100000.0,0.0,2018-06-04,74,2.0246,10.0,
0.0,10900000.0,2018-06-04,74,2.0246,10.0,
0.0,103000000.0,2018-06-04,74,2.0246,10.0,
10300000.0,0.0,2018-06-11,81,2.0573,12.0,
10300000.0,0.0,2018-06-11,81,2.0714,12.0,
0.0,10400000.0,2018-06-12,82,2.0714,12.0,
0.0,10300000.0,2018-06-12,82,2.0714,12.0,
10300000.0,0.0,2018-06-13,83,2.0888,12.0,
10300000.0,0.0,2018-06-13,83,2.0888,12.0,
5400000.0,0.0,2018-06-18,88,2.1775,14.0,
10900000.0,0.0,2018-06-20,90,2.2018,15.0,
0.0,2100000.0,2018-04-24,33,1.7413,6.0,
16000000.0,0.0,2018-04-24,33,1.7413,6.0,
0.0,30000000.0,2018-04-27,36,1.7603,6.0,
0.0,20500000.0,2018-04-30,39,1.7603,6.0,
10500000.0,0.0,2018-06-13,83,2.0888,12.0,
0.0,33600000.0,2018-06-13,83,2.0888,12.0,
25000000.0,0.0,2018-06-13,83,2.0888,12.0,
0.0,250000000.0,2018-06-13,83,2.0888,12.0,
20900000.0,0.0,2018-06-14,84,2.1069,13.0,
0.0,10500000.0,2018-06-14,84,2.1069,13.0,
0.0,10000000.0,2018-06-14,84,2.1069,13.0,
20000000.0,0.0,2018-06-14,84,2.1069,13.0,
350000000.0,0.0,2018-06-14,84,2.1069,15.0,
0.0,30800000.0,2018-05-03,42,1.787,8.0,
0.0,20500000.0,2018-05-04,43,1.787,8.0,
0.0,14300000.0,2018-05-08,47,1.787,8.0,
10200000.0,0.0,2018-05-08,47,1.787,8.0,
10200000.0,0.0,2018-05-09,48,1.7999,8.0,
10300000.0,0.0,2018-05-09,48,1.7999,8.0,
0.0,10300000.0,2018-05-11,50,1.8105,8.0,
0.0,10300000.0,2018-05-14,53,1.8105,7.0,
20600000.0,0.0,2018-05-21,60,1.8849,8.0,
51500000.0,0.0,2018-05-21,60,1.8849,8.0,
0.0,31000000.0,2018-05-21,60,1.8849,8.0,
20600000.0,0.0,2018-05-23,62,1.9198,8.0,
0.0,20600000.0,2018-06-04,74,2.0172,10.0,
10800000.0,0.0,2018-06-04,74,2.0246,10.0,
54500000.0,0.0,2018-06-04,74,2.0246,10.0,
0.0,20700000.0,2018-06-05,75,2.0246,10.0,
3700000.0,0.0,2018-06-11,81,2.0573,12.0,
10300000.0,0.0,2018-06-11,81,2.0714,12.0,
10300000.0,0.0,2018-06-11,81,2.0714,12.0,
52000000.0,0.0,2018-06-13,83,2.0888,12.0,
0.0,20700000.0,2018-06-13,83,2.0888,12.0,
0.0,10300000.0,2018-06-18,88,2.145,14.0,
0.0,15500000.0,2018-06-18,88,2.1775,14.0,
38000000.0,0.0,2018-06-19,89,2.1775,14.0,
26900000.0,0.0,2018-04-23,32,1.7447,6.0,
0.0,31000000.0,2018-04-24,33,1.7413,6.0,
10300000.0,0.0,2018-05-01,40,1.7734,8.0,
0.0,10300000.0,2018-05-01,40,1.7734,8.0,
5100000.0,0.0,2018-05-01,40,1.7734,8.0,
123500000.0,0.0,2018-05-01,40,1.7734,8.0,
0.0,5100000.0,2018-05-08,47,1.787,8.0,
0.0,15500000.0,2018-05-11,50,1.8105,8.0,
10300000.0,0.0,2018-05-11,50,1.8105,8.0,
10300000.0,0.0,2018-05-14,53,1.8334,7.0,
0.0,21300000.0,2018-06-21,91,2.2225,15.0,
21300000.0,0.0,2018-06-22,92,2.2481,15.0,
150000000.0,0.0,2018-05-14,53,1.8105,7.0,
15000000.0,0.0,2018-05-29,68,1.9842,9.0,
12300000.0,0.0,2018-05-29,68,1.9842,9.0,
0.0,10300000.0,2018-05-29,68,1.9842,9.0,
4600000.0,0.0,2018-06-01,71,2.0063,10.0,
10300000.0,0.0,2018-06-04,74,2.0172,10.0,
0.0,21000000.0,2018-06-04,74,2.0246,10.0,
0.0,20500000.0,2018-06-04,74,2.0246,10.0,
12300000.0,0.0,2018-06-04,74,2.0246,10.0,
14400000.0,0.0,2018-06-08,78,2.0473,11.0,
30800000.0,0.0,2018-06-11,81,2.0714,12.0,
10300000.0,0.0,2018-06-14,84,2.1069,13.0,
0.0,20600000.0,2018-06-21,91,2.2225,15.0,
0.0,7500000.0,2018-04-23,32,1.7445,6.0,
10200000.0,0.0,2018-04-27,36,1.7603,6.0,
20500000.0,0.0,2018-05-02,41,1.7778,8.0,
0.0,20500000.0,2018-05-03,42,1.787,8.0,
0.0,10300000.0,2018-05-04,43,1.787,8.0,
10800000.0,0.0,2018-05-09,48,1.7999,8.0,
0.0,41200000.0,2018-05-10,49,1.8105,8.0,
0.0,54500000.0,2018-05-16,55,1.85,7.0,
10200000.0,0.0,2018-05-17,56,1.8849,8.0,
10900000.0,0.0,2018-05-17,56,1.8849,8.0,
76000000.0,0.0,2018-05-18,57,1.236,3.0,
0.0,12400000.0,2018-05-29,68,1.9563,9.0,
10300000.0,0.0,2018-06-07,77,2.0349,10.0,
6000000.0,0.0,2018-06-07,77,2.0349,10.0,
12400000.0,0.0,2018-06-11,81,2.0714,12.0,
10300000.0,0.0,2018-06-11,81,2.0714,12.0,
10300000.0,0.0,2018-06-18,88,2.1775,14.0,
