Кредит (актив);Вклад (пассив);Дата погашения;Срок погашения, дней;Ставка, %;[ОТВЕТ] Номер группы;Пример группировки (для первых 20 сделок)
50000000;0;07.06.2018;77;0.934000;;5
0;50000000;28.04.2018;37;0.974500;;4
121700000;0;27.04.2018;36;1.760300;;2
111000000;0;27.04.2018;36;1.760300;;2
0;55600000;30.04.2018;39;1.766900;;2
550000000;0;07.05.2018;46;1.793500;;2
0;24500000;09.05.2018;48;1.799900;;2
0;22000000;09.05.2018;48;1.799900;;2
0;10000000;10.05.2018;49;1.810500;;2
11100000;0;16.05.2018;55;1.850000;;2
0;1100000;17.05.2018;56;1.872500;;2
8000000;0;17.05.2018;56;1.884900;;2
0;33000000;04.06.2018;74;2.024600;;1
0;11300000;05.06.2018;75;2.024600;;1
100000000;0;11.06.2018;81;2.071400;;1
0;5000000;11.06.2018;81;2.071400;;1
0;5000000;11.06.2018;81;2.071400;;1
6100000;0;14.06.2018;84;2.106900;;1
0;8200000;14.06.2018;84;2.106900;;1
14400000;0;18.06.2018;88;2.177500;;3
50000000;0;21.05.2018;60;1.884900;;
0;52000000;21.05.2018;60;1.892100;;
20000000;0;24.05.2018;63;1.943600;;
50600000;0;24.05.2018;63;1.943600;;
11000000;0;24.05.2018;63;1.943600;;
0;25000000;24.05.2018;63;1.943600;;
0;11000000;24.05.2018;63;1.943600;;
25000000;0;24.05.2018;63;1.943600;;
0;41800000;01.06.2018;71;2.006300;;
18900000;0;04.06.2018;74;2.024600;;
0;5900000;04.06.2018;74;2.024600;;
14700000;0;06.06.2018;76;2.025200;;
0;55400000;06.06.2018;76;2.025200;;
60900000;0;06.06.2018;76;2.025200;;
0;67800000;07.06.2018;77;2.034900;;
0;127500000;18.06.2018;88;2.177500;;
0;16000000;31.05.2018;70;1.984200;;
102300000;0;30.04.2018;39;1.766900;;
20500000;0;04.05.2018;43;1.787000;;
26000000;0;10.05.2018;49;1.810500;;
80000000;0;30.04.2018;39;1.772300;;
0;20600000;14.05.2018;53;1.810500;;
0;76000000;18.05.2018;57;1.884900;;
20600000;0;04.06.2018;74;2.024600;;
0;103200000;07.06.2018;77;2.034900;;
0;103300000;08.06.2018;78;2.047300;;
0;54100000;11.06.2018;81;2.071400;;
0;103100000;14.06.2018;84;2.106900;;
50000000;0;18.06.2018;88;2.145000;;
0;54200000;21.06.2018;91;2.222500;;
0;41000000;23.04.2018;32;1.744700;;
0;14400000;23.04.2018;32;1.744700;;
102500000;0;27.04.2018;36;1.760300;;
0;20500000;30.04.2018;39;1.760300;;
0;14300000;01.05.2018;40;1.773400;;
0;8600000;04.05.2018;43;1.787000;;
0;78000000;30.05.2018;69;1.984200;;
53100000;0;08.05.2018;47;1.790700;;
10200000;0;09.05.2018;48;1.799900;;
0;79300000;10.05.2018;49;1.810500;;
101700000;0;11.05.2018;50;1.810500;;
33000000;0;11.05.2018;50;1.810500;;
77000000;0;30.05.2018;69;1.984200;;
25500000;0;16.05.2018;55;1.850000;;
10500000;0;16.05.2018;55;1.850000;;
20000000;0;18.05.2018;57;1.884900;;
0;20500000;29.05.2018;68;1.943600;;
0;20400000;29.05.2018;68;1.943600;;
0;8500000;29.05.2018;68;1.984200;;
25000000;0;24.04.2018;33;1.741300;;
0;25000000;24.04.2018;33;1.741300;;
20400000;0;25.04.2018;34;1.745200;;
14300000;0;25.04.2018;34;1.745200;;
0;20500000;27.04.2018;36;1.760300;;
20500000;0;30.04.2018;39;1.772300;;
10600000;0;30.04.2018;39;1.772300;;
0;20500000;30.04.2018;39;1.772300;;
10600000;0;30.04.2018;39;1.772300;;
23400000;0;01.05.2018;40;1.773400;;
35100000;0;01.05.2018;40;1.773400;;
0;50800000;01.05.2018;40;1.773400;;
0;53000000;01.05.2018;40;1.773400;;
0;20500000;01.05.2018;40;1.773400;;
0;4200000;02.05.2018;41;1.777800;;
0;10200000;02.05.2018;41;1.777800;;
6600000;0;04.05.2018;43;1.787000;;
0;12300000;08.05.2018;47;1.793500;;
10200000;0;09.05.2018;48;1.799900;;
157000000;0;15.05.2018;54;1.838800;;
158000000;0;15.05.2018;54;1.838800;;
0;15000000;10.05.2018;49;1.810500;;
5000000;0;14.05.2018;53;1.820000;;
10000000;0;14.05.2018;53;1.820000;;
1000000;0;14.05.2018;53;1.820000;;
10000000;0;14.05.2018;53;1.820000;;
10000000;0;14.05.2018;53;1.833400;;
20000000;0;15.05.2018;54;1.838800;;
0;1000000;16.05.2018;55;1.850000;;
10000000;0;16.05.2018;55;1.850000;;
10000000;0;17.05.2018;56;1.884900;;
0;10000000;17.05.2018;56;1.884900;;
0;10000000;17.05.2018;56;1.884900;;
0;10000000;21.05.2018;60;1.892100;;
0;50000000;21.05.2018;60;1.892100;;
0;20800000;21.05.2018;60;1.892100;;
0;10000000;21.05.2018;60;1.892100;;
10000000;0;23.05.2018;62;1.919800;;
0;10000000;23.05.2018;62;1.919800;;
25000000;0;23.05.2018;62;1.919800;;
0;1000;24.05.2018;63;1.943600;;
0;20800000;24.05.2018;63;1.943600;;
20800000;0;24.05.2018;63;1.943600;;
0;20700000;29.05.2018;68;1.984200;;
12500000;0;01.06.2018;71;2.006300;;
0;16600000;04.06.2018;74;2.017200;;
0;50000000;17.05.2018;56;1.884900;;
20800000;0;04.06.2018;74;2.024600;;
0;21870000;04.06.2018;74;2.024600;;
10000000;0;04.06.2018;74;2.024600;;
10400000;0;04.06.2018;74;2.024600;;
20900000;0;06.06.2018;76;2.025200;;
10000000;0;07.06.2018;77;2.034900;;
0;10000000;08.06.2018;78;2.047300;;
0;50000000;11.06.2018;81;2.057300;;
10400000;0;11.06.2018;81;2.071400;;
0;50000000;11.06.2018;81;2.071400;;
46300000;0;03.05.2018;42;1.787000;;
50900000;0;03.05.2018;42;1.787000;;
0;5200000;03.05.2018;42;1.787000;;
20800000;0;11.05.2018;50;1.810500;;
50800000;0;14.05.2018;53;1.833400;;
0;10000000;14.05.2018;53;1.833400;;
10900000;0;15.05.2018;54;1.838800;;
0;10000000;15.05.2018;54;1.838800;;
0;6200000;15.05.2018;54;1.838800;;
8300000;0;17.05.2018;56;1.884900;;
10900000;0;17.05.2018;56;1.884900;;
0;28600000;17.05.2018;56;1.884900;;
3100000;0;17.05.2018;56;1.884900;;
0;5500000;17.05.2018;56;1.884900;;
0;31300000;18.05.2018;57;1.884900;;
0;50000000;21.05.2018;60;1.892100;;
0;31200000;22.05.2018;61;1.903900;;
0;5000000;16.05.2018;55;1.850000;;
0;120000000;15.05.2018;54;1.838800;;
0;5000000;25.05.2018;64;1.943600;;
5000000;0;30.05.2018;69;1.984200;;
0;21800000;30.05.2018;69;1.984200;;
21000000;0;04.06.2018;74;2.017200;;
0;34100000;01.06.2018;71;2.006300;;
1000000;0;01.06.2018;71;2.006300;;
60300000;0;07.06.2018;77;2.034900;;
27000000;0;14.06.2018;84;2.106900;;
40000000;0;15.05.2018;54;1.838800;;
0;185600000;18.06.2018;88;2.177500;;
10000000;0;18.06.2018;88;2.177500;;
0;27000000;18.06.2018;88;2.177500;;
15100000;0;21.06.2018;91;2.222500;;
10000000;0;24.04.2018;33;1.741300;;
2100000;0;24.04.2018;33;1.741300;;
0;30000000;25.04.2018;34;1.745200;;
0;10000000;25.04.2018;34;1.745200;;
20800000;0;23.04.2018;32;1.744700;;
0;40400000;15.05.2018;54;1.838800;;
0;11000000;30.05.2018;69;1.984200;;
18000000;0;01.06.2018;71;2.006300;;
10000000;0;01.06.2018;71;2.006300;;
50000000;0;04.06.2018;74;2.024600;;
60900000;0;06.06.2018;76;2.025200;;
24400000;0;07.06.2018;77;2.034900;;
0;54200000;07.06.2018;77;2.034900;;
42000000;0;07.06.2018;77;2.034900;;
0;11100000;08.06.2018;78;2.047300;;
11000000;0;11.06.2018;81;2.071400;;
11000000;0;11.06.2018;81;2.071400;;
0;1000000;15.06.2018;85;2.124500;;
0;10000000;15.06.2018;85;2.124500;;
21100000;0;18.06.2018;88;2.177500;;
18000000;0;18.06.2018;88;2.177500;;
0;100000000;19.06.2018;89;2.177500;;
10000000;0;21.06.2018;91;2.222500;;
10000000;0;21.06.2018;91;2.222500;;
81500000;0;15.05.2018;54;1.960400;;
11200000;0;24.04.2018;33;1.741300;;
0;106000000;24.04.2018;33;1.741300;;
0;11200000;26.04.2018;35;1.752500;;
0;16800000;30.04.2018;39;1.760300;;
18500000;0;30.04.2018;39;1.760300;;
61600000;0;30.04.2018;39;1.760300;;
0;50000000;30.04.2018;39;1.766900;;
62100000;0;30.04.2018;39;1.772300;;
0;50000000;30.04.2018;39;1.772300;;
0;41250000;04.06.2018;74;2.017200;;
0;41200000;30.04.2018;39;1.772300;;
0;30000000;04.06.2018;74;2.017200;;
56300000;0;01.05.2018;40;1.773400;;
0;38400000;01.05.2018;40;1.773400;;
0;108600000;02.05.2018;41;1.777800;;
82000000;0;15.05.2018;54;1.960400;;
0;106200000;08.05.2018;47;1.789000;;
31100000;0;08.05.2018;47;1.789000;;
21200000;0;08.05.2018;47;1.789000;;
21300000;0;08.05.2018;47;1.789000;;
56700000;0;08.05.2018;47;1.793500;;
15500000;0;08.05.2018;47;1.793500;;
0;56200000;08.05.2018;47;1.790700;;
0;11300000;15.05.2018;54;1.838800;;
28200000;0;15.05.2018;54;1.838800;;
0;28200000;16.05.2018;55;1.850000;;
0;28300000;16.05.2018;55;1.850000;;
52400000;0;21.05.2018;60;1.884900;;
0;53100000;29.05.2018;68;1.943600;;
21300000;0;29.05.2018;68;1.943600;;
21300000;0;01.06.2018;71;2.006300;;
0;123000000;15.05.2018;54;1.960400;;
0;250000000;04.06.2018;74;2.017200;;
21300000;0;08.06.2018;78;2.047300;;
11300000;0;08.06.2018;78;2.047300;;
21300000;0;20.06.2018;90;2.201800;;
37000000;0;17.05.2018;56;1.884900;;
0;10000000;08.05.2018;47;1.787000;;
21000000;0;30.04.2018;39;1.772300;;
43000000;0;08.05.2018;47;1.787000;;
0;20000000;11.06.2018;81;2.057300;;
17750000;0;11.06.2018;81;2.071400;;
0;11000000;13.06.2018;83;2.088800;;
0;6000000;18.06.2018;88;2.145000;;
0;25000000;08.05.2018;47;1.790700;;
41000000;0;14.05.2018;53;1.810500;;
0;17000000;21.05.2018;60;1.884900;;
0;11000000;29.05.2018;68;1.956300;;
0;20000000;29.05.2018;68;1.984200;;
0;22000000;20.06.2018;90;2.201800;;
20000000;0;30.04.2018;39;1.766900;;
28000000;0;30.04.2018;39;1.772300;;
51100000;0;30.04.2018;39;1.772300;;
22000000;0;04.05.2018;43;1.787000;;
0;10000000;07.05.2018;46;1.787000;;
0;20000000;10.05.2018;49;1.810500;;
0;10000000;10.05.2018;49;1.810500;;
0;10000000;18.05.2018;57;1.884900;;
0;10000000;24.05.2018;63;1.943600;;
50000000;0;24.05.2018;63;1.943600;;
14500000;0;07.06.2018;77;2.034900;;
0;50000000;12.06.2018;82;2.071400;;
0;20000000;13.06.2018;83;2.088800;;
0;20000000;21.06.2018;91;2.222500;;
0;11100000;24.04.2018;33;1.741300;;
35000000;0;27.04.2018;36;1.766900;;
16000000;0;02.05.2018;41;1.777800;;
0;20500000;21.05.2018;60;1.884900;;
0;20000000;04.06.2018;74;2.017200;;
31100000;0;11.06.2018;81;2.071400;;
50000000;0;18.06.2018;88;2.145000;;
0;45300000;23.04.2018;32;1.744700;;
8700000;0;24.04.2018;33;1.741300;;
75000000;0;08.05.2018;47;1.787000;;
50000000;0;08.05.2018;47;1.787000;;
0;12800000;08.05.2018;47;1.787000;;
1100000;0;08.05.2018;47;1.789000;;
34800000;0;04.06.2018;74;2.017200;;
21900000;0;08.06.2018;78;2.047300;;
3900000;0;11.06.2018;81;2.071400;;
0;17500000;18.06.2018;88;2.145000;;
0;80000000;03.05.2018;42;1.787000;;
123000000;0;30.04.2018;39;1.772300;;
0;10900000;23.04.2018;32;1.744700;;
0;60500000;23.04.2018;32;1.744700;;
10900000;0;23.04.2018;32;1.744500;;
0;26000000;23.04.2018;32;1.744500;;
0;5400000;27.04.2018;36;1.760300;;
59000000;0;29.05.2018;68;1.984200;;
20600000;0;18.05.2018;57;1.884900;;
0;41200000;21.05.2018;60;1.884900;;
16400000;0;04.06.2018;74;2.024600;;
28100000;0;11.06.2018;81;2.071400;;
32800000;0;12.06.2018;82;2.071400;;
100000000;0;15.06.2018;85;2.124500;;
10900000;0;19.06.2018;89;2.177500;;
10900000;0;19.06.2018;89;2.177500;;
0;5400000;03.05.2018;42;1.787000;;
10300000;0;30.04.2018;39;1.772300;;
31000000;0;03.05.2018;42;1.787000;;
10900000;0;03.05.2018;42;1.787000;;
0;20600000;08.05.2018;47;1.787000;;
10900000;0;08.05.2018;47;1.793500;;
0;20500000;10.05.2018;49;1.810500;;
0;20700000;21.05.2018;60;1.884900;;
18600000;0;21.05.2018;60;1.892100;;
0;20600000;24.05.2018;63;1.943600;;
0;20600000;29.05.2018;68;1.943600;;
14400000;0;29.05.2018;68;1.943600;;
10300000;0;29.05.2018;68;1.984200;;
0;10300000;29.05.2018;68;1.984200;;
10300000;0;01.06.2018;71;2.006300;;
0;20600000;04.06.2018;74;2.017200;;
0;10300000;04.06.2018;74;2.017200;;
10300000;0;04.06.2018;74;2.024600;;
21200000;0;08.05.2018;47;1.787000;;
22600000;0;08.05.2018;47;1.789000;;
53000000;0;08.05.2018;47;1.790700;;
0;81800000;15.05.2018;54;1.960400;;
0;5600000;08.05.2018;47;1.790700;;
105800000;0;08.05.2018;47;1.790700;;
0;56100000;08.05.2018;47;1.790700;;
22600000;0;14.05.2018;53;1.810500;;
21200000;0;14.05.2018;53;1.820000;;
0;10600000;14.05.2018;53;1.820000;;
0;21200000;15.05.2018;54;1.838800;;
0;53100000;15.05.2018;54;1.838800;;
0;28200000;16.05.2018;55;1.850000;;
0;52000000;07.06.2018;77;2.034900;;
0;11000000;11.06.2018;81;2.071400;;
0;11000000;12.06.2018;82;2.071400;;
158000000;0;14.06.2018;84;2.106900;;
0;42100000;15.06.2018;85;2.124500;;
11000000;0;15.06.2018;85;2.124500;;
0;21100000;18.06.2018;88;2.177500;;
0;18000000;18.06.2018;88;2.177500;;
50000000;0;19.06.2018;89;2.177500;;
15000000;0;21.06.2018;91;2.222500;;
5600000;0;23.04.2018;32;1.744500;;
0;11200000;23.04.2018;32;1.744500;;
56200000;0;24.04.2018;33;1.741300;;
0;31800000;24.04.2018;33;1.741300;;
11200000;0;25.04.2018;34;1.745200;;
46400000;0;30.04.2018;39;1.760300;;
0;14400000;30.04.2018;39;1.760300;;
0;68500000;30.04.2018;39;1.760300;;
61600000;0;30.04.2018;39;1.760300;;
20700000;0;30.04.2018;39;1.760300;;
48700000;0;30.04.2018;39;1.766900;;
12700000;0;30.04.2018;39;1.772300;;
37100000;0;30.04.2018;39;1.772300;;
0;155100000;01.05.2018;40;1.773400;;
34600000;0;01.05.2018;40;1.773400;;
56500000;0;08.05.2018;47;1.789000;;
45200000;0;08.05.2018;47;1.789000;;
0;106402630;08.05.2018;47;1.793500;;
0;28100000;08.05.2018;47;1.790700;;
51700000;0;08.05.2018;47;1.790700;;
5600000;0;08.05.2018;47;1.790700;;
0;20800000;25.04.2018;34;1.745200;;
20000000;0;26.04.2018;35;1.752500;;
51900000;0;26.04.2018;35;1.752500;;
0;20100000;27.04.2018;36;1.760300;;
27400000;0;27.04.2018;36;1.760300;;
27500000;0;27.04.2018;36;1.760300;;
18900000;0;30.04.2018;39;1.766900;;
0;10000000;30.04.2018;39;1.766900;;
0;4000000;30.04.2018;39;1.766900;;
0;1000000;30.04.2018;39;1.766900;;
0;12000000;30.04.2018;39;1.772300;;
6000000;0;01.05.2018;40;1.773400;;
35000000;0;22.05.2018;61;1.903900;;
54000000;0;05.06.2018;75;2.024600;;
0;16000000;05.06.2018;75;2.024600;;
0;25500000;06.06.2018;76;2.025200;;
41000000;0;11.06.2018;81;2.071400;;
102000000;0;18.06.2018;88;2.177500;;
30900000;0;23.04.2018;32;1.744700;;
12700000;0;24.04.2018;33;1.741300;;
29800000;0;04.05.2018;43;1.787000;;
0;12800000;08.05.2018;47;1.787000;;
33000000;0;08.05.2018;47;1.790700;;
102800000;0;21.05.2018;60;1.884900;;
31000000;0;04.06.2018;74;2.017200;;
10300000;0;23.04.2018;32;1.744700;;
20500000;0;23.04.2018;32;1.744700;;
41000000;0;23.04.2018;32;1.744700;;
30800000;0;23.04.2018;32;1.744500;;
0;40000000;27.04.2018;36;1.562200;;
0;22000000;18.05.2018;57;1.884900;;
0;24700000;29.05.2018;68;1.984200;;
0;61900000;12.06.2018;82;2.071400;;
10900000;0;15.06.2018;85;2.124500;;
43400000;0;18.06.2018;88;2.177500;;
0;30800000;26.04.2018;35;1.752500;;
0;10800000;30.04.2018;39;1.760300;;
0;12700000;03.05.2018;42;1.787000;;
10200000;0;08.05.2018;47;1.787000;;
10200000;0;08.05.2018;47;1.787000;;
10300000;0;08.05.2018;47;1.789000;;
10200000;0;09.05.2018;48;1.799900;;
10300000;0;11.05.2018;50;1.810500;;
10300000;0;14.05.2018;53;1.820000;;
0;20600000;21.05.2018;60;1.884900;;
0;27500000;21.05.2018;60;1.884900;;
10300000;0;23.05.2018;62;1.919800;;
20600000;0;04.06.2018;74;2.017200;;
19100000;0;04.06.2018;74;2.024600;;
0;10900000;04.06.2018;74;2.024600;;
0;103000000;04.06.2018;74;2.024600;;
10300000;0;11.06.2018;81;2.057300;;
10300000;0;11.06.2018;81;2.071400;;
0;10400000;12.06.2018;82;2.071400;;
0;10300000;12.06.2018;82;2.071400;;
10300000;0;13.06.2018;83;2.088800;;
10300000;0;13.06.2018;83;2.088800;;
5400000;0;18.06.2018;88;2.177500;;
10900000;0;20.06.2018;90;2.201800;;
0;2100000;24.04.2018;33;1.741300;;
16000000;0;24.04.2018;33;1.741300;;
0;30000000;27.04.2018;36;1.760300;;
0;20500000;30.04.2018;39;1.760300;;
10500000;0;13.06.2018;83;2.088800;;
0;33600000;13.06.2018;83;2.088800;;
25000000;0;13.06.2018;83;2.088800;;
0;250000000;13.06.2018;83;2.088800;;
20900000;0;14.06.2018;84;2.106900;;
0;10500000;14.06.2018;84;2.106900;;
0;10000000;14.06.2018;84;2.106900;;
20000000;0;14.06.2018;84;2.106900;;
350000000;0;14.06.2018;84;2.106900;;
0;30800000;03.05.2018;42;1.787000;;
0;20500000;04.05.2018;43;1.787000;;
0;14300000;08.05.2018;47;1.787000;;
10200000;0;08.05.2018;47;1.787000;;
10200000;0;09.05.2018;48;1.799900;;
10300000;0;09.05.2018;48;1.799900;;
0;10300000;11.05.2018;50;1.810500;;
0;10300000;14.05.2018;53;1.810500;;
20600000;0;21.05.2018;60;1.884900;;
51500000;0;21.05.2018;60;1.884900;;
0;31000000;21.05.2018;60;1.884900;;
20600000;0;23.05.2018;62;1.919800;;
0;20600000;04.06.2018;74;2.017200;;
10800000;0;04.06.2018;74;2.024600;;
54500000;0;04.06.2018;74;2.024600;;
0;20700000;05.06.2018;75;2.024600;;
3700000;0;11.06.2018;81;2.057300;;
10300000;0;11.06.2018;81;2.071400;;
10300000;0;11.06.2018;81;2.071400;;
52000000;0;13.06.2018;83;2.088800;;
0;20700000;13.06.2018;83;2.088800;;
0;10300000;18.06.2018;88;2.145000;;
0;15500000;18.06.2018;88;2.177500;;
38000000;0;19.06.2018;89;2.177500;;
26900000;0;23.04.2018;32;1.744700;;
0;31000000;24.04.2018;33;1.741300;;
10300000;0;01.05.2018;40;1.773400;;
0;10300000;01.05.2018;40;1.773400;;
5100000;0;01.05.2018;40;1.773400;;
123500000;0;01.05.2018;40;1.773400;;
0;5100000;08.05.2018;47;1.787000;;
0;15500000;11.05.2018;50;1.810500;;
10300000;0;11.05.2018;50;1.810500;;
10300000;0;14.05.2018;53;1.833400;;
0;21300000;21.06.2018;91;2.222500;;
21300000;0;22.06.2018;92;2.248100;;
150000000;0;14.05.2018;53;1.810500;;
15000000;0;29.05.2018;68;1.984200;;
12300000;0;29.05.2018;68;1.984200;;
0;10300000;29.05.2018;68;1.984200;;
4600000;0;01.06.2018;71;2.006300;;
10300000;0;04.06.2018;74;2.017200;;
0;21000000;04.06.2018;74;2.024600;;
0;20500000;04.06.2018;74;2.024600;;
12300000;0;04.06.2018;74;2.024600;;
14400000;0;08.06.2018;78;2.047300;;
30800000;0;11.06.2018;81;2.071400;;
10300000;0;14.06.2018;84;2.106900;;
0;20600000;21.06.2018;91;2.222500;;
0;7500000;23.04.2018;32;1.744500;;
10200000;0;27.04.2018;36;1.760300;;
20500000;0;02.05.2018;41;1.777800;;
0;20500000;03.05.2018;42;1.787000;;
0;10300000;04.05.2018;43;1.787000;;
10800000;0;09.05.2018;48;1.799900;;
0;41200000;10.05.2018;49;1.810500;;
0;54500000;16.05.2018;55;1.850000;;
10200000;0;17.05.2018;56;1.884900;;
10900000;0;17.05.2018;56;1.884900;;
76000000;0;18.05.2018;57;1.236000;;
0;12400000;29.05.2018;68;1.956300;;
10300000;0;07.06.2018;77;2.034900;;
6000000;0;07.06.2018;77;2.034900;;
12400000;0;11.06.2018;81;2.071400;;
10300000;0;11.06.2018;81;2.071400;;
10300000;0;18.06.2018;88;2.177500;;
0;10500000;23.04.2018;32;1.744500;;
0;40000000;23.04.2018;32;1.744500;;
10300000;0;08.05.2018;47;1.793500;;
14400000;0;11.05.2018;50;1.810500;;
0;10300000;11.05.2018;50;1.810500;;
10300000;0;11.05.2018;50;1.810500;;
0;16500000;14.05.2018;53;1.833400;;
0;44000000;21.05.2018;60;1.892100;;
0;4100000;21.05.2018;60;1.892100;;
10900000;0;22.05.2018;61;1.903900;;
10300000;0;29.05.2018;68;1.956300;;
0;30900000;29.05.2018;68;1.984200;;
0;11000000;08.06.2018;78;2.047300;;
0;10300000;08.06.2018;78;2.047300;;
5500000;0;11.06.2018;81;2.057300;;
20700000;0;11.06.2018;81;2.071400;;
10400000;0;12.06.2018;82;2.071400;;
10400000;0;15.06.2018;85;2.124500;;
20700000;0;19.06.2018;89;2.177500;;
20700000;0;23.04.2018;32;1.744500;;
0;10300000;23.04.2018;32;1.744500;;
0;300000000;30.04.2018;39;1.827800;;
53100000;0;16.05.2018;55;1.850000;;
0;18000000;21.05.2018;60;1.872500;;
0;31100000;21.05.2018;60;1.884900;;
41000000;0;15.05.2018;54;1.960400;;
0;28300000;22.05.2018;61;1.903900;;
0;100000000;22.05.2018;61;1.903900;;
82000000;0;15.05.2018;54;1.960400;;
0;250000000;29.05.2018;68;1.943600;;
21300000;0;01.06.2018;71;2.006300;;
0;55200000;05.06.2018;75;2.024600;;
0;1000000;08.06.2018;78;2.047300;;
27200000;0;11.06.2018;81;2.071400;;
0;29400000;18.06.2018;88;2.177500;;
0;30800000;21.06.2018;91;2.222500;;
0;20600000;09.05.2018;48;1.799900;;
16000000;0;30.04.2018;39;1.772300;;
0;79600000;30.04.2018;39;1.772300;;
0;103300000;08.06.2018;78;2.047300;;
0;108300000;11.06.2018;81;2.057300;;
103000000;0;11.06.2018;81;2.071400;;
0;124000000;31.05.2018;70;1.984200;;
79000000;0;30.05.2018;69;1.984200;;
103100000;0;21.06.2018;91;2.222500;;
248000000;0;31.05.2018;70;1.984200;;
53200000;0;16.05.2018;55;1.850000;;
21300000;0;21.05.2018;60;1.872500;;
204500000;0;22.05.2018;61;1.903900;;
250000000;0;29.05.2018;68;1.943600;;
0;20000000;29.05.2018;68;1.984200;;
0;21300000;04.06.2018;74;2.017200;;
0;56700000;04.06.2018;74;2.017200;;
49700000;0;05.06.2018;75;2.024600;;
21300000;0;08.06.2018;78;2.047300;;
71000000;0;11.06.2018;81;2.057300;;
0;56600000;15.06.2018;85;2.124500;;
45200000;0;15.06.2018;85;2.124500;;
0;21300000;18.06.2018;88;2.145000;;
18000000;0;22.06.2018;92;2.248100;;
0;22100000;14.05.2018;53;1.810500;;
77000000;0;30.05.2018;69;1.984200;;
0;77000000;30.05.2018;69;1.984200;;
30600000;0;01.06.2018;71;2.006300;;
0;53200000;15.06.2018;85;2.124500;;
0;204000000;21.06.2018;91;2.222500;;
0;30600000;23.04.2018;32;1.744700;;
10200000;0;26.04.2018;35;1.752500;;
0;10200000;27.04.2018;36;1.760300;;
0;53100000;30.04.2018;39;1.760300;;
0;20400000;14.05.2018;53;1.820000;;
14300000;0;17.05.2018;56;1.884900;;
50000000;0;24.05.2018;63;1.943600;;
10200000;0;29.05.2018;68;1.943600;;
0;10300000;29.05.2018;68;1.956300;;
0;16400000;31.05.2018;70;1.984200;;
0;106100000;06.06.2018;76;2.025200;;
52800000;0;11.06.2018;81;2.057300;;
191300000;0;15.05.2018;54;1.838800;;
0;230000000;11.06.2018;81;2.057300;;
0;20600000;11.06.2018;81;2.057300;;
62000000;0;15.05.2018;54;1.616200;;
54400000;0;11.06.2018;81;2.071400;;
250000000;0;23.04.2018;32;1.744700;;
18300000;0;23.04.2018;32;1.744700;;
0;15700000;30.04.2018;39;1.760300;;
0;1000000;02.05.2018;41;1.777800;;
6500000;0;04.05.2018;43;1.787000;;
0;14200000;08.05.2018;47;1.790700;;
30600000;0;11.05.2018;50;1.810500;;
50400000;0;25.05.2018;64;1.943600;;
14300000;0;31.05.2018;70;1.984200;;
10200000;0;04.06.2018;74;2.017200;;
0;14300000;06.06.2018;76;2.025200;;
153500000;0;16.05.2018;55;1.850000;;
55000000;0;16.05.2018;55;1.850000;;
0;55000000;18.06.2018;88;2.145000;;
149100000;0;16.05.2018;55;1.850000;;
0;77000000;16.05.2018;55;1.850000;;
183900000;0;29.05.2018;68;1.984200;;
0;173500000;16.05.2018;55;1.850000;;
0;51200000;17.05.2018;56;1.618100;;
20600000;0;21.05.2018;60;1.892100;;
79700000;0;22.05.2018;61;1.903900;;
0;10300000;22.05.2018;61;1.903900;;
10300000;0;22.05.2018;61;1.903900;;
29900000;0;23.05.2018;62;1.919800;;
0;6200000;23.05.2018;62;1.919800;;
0;12400000;25.05.2018;64;1.943600;;
0;100000000;25.05.2018;64;1.943600;;
10300000;0;25.05.2018;64;1.943600;;
4500000;0;25.05.2018;64;1.943600;;
0;8300000;25.05.2018;64;1.943600;;
0;8300000;29.05.2018;68;1.984200;;
8300000;0;01.06.2018;71;2.006300;;
109000000;0;01.06.2018;71;2.006300;;
12400000;0;04.06.2018;74;2.017200;;
0;16600000;06.06.2018;76;2.025200;;
0;16600000;06.06.2018;76;2.025200;;
0;20700000;08.06.2018;78;2.047300;;
207100000;0;08.06.2018;78;2.047300;;
10000000;0;12.06.2018;82;2.071400;;
0;230000000;12.06.2018;82;2.071400;;
0;20000000;13.06.2018;83;2.088800;;
0;115000000;13.06.2018;83;2.088800;;
0;41500000;14.06.2018;84;2.106900;;
0;12400000;15.06.2018;85;2.124500;;
0;12000000;15.06.2018;85;2.124500;;
0;14500000;15.06.2018;85;2.124500;;
31100000;0;15.06.2018;85;2.124500;;
207400000;0;18.06.2018;88;2.145000;;
8300000;0;18.06.2018;88;2.145000;;
20800000;0;19.06.2018;89;2.177500;;
0;15000000;21.06.2018;91;2.222500;;
0;84000000;01.05.2018;40;1.773400;;
54000000;0;01.05.2018;40;1.773400;;
0;2600000;01.05.2018;40;1.773400;;
10300000;0;08.05.2018;47;1.787000;;
5100000;0;08.05.2018;47;1.793500;;
0;14400000;11.05.2018;50;1.810500;;
0;20600000;11.05.2018;50;1.810500;;
10300000;0;14.05.2018;53;1.833400;;
10300000;0;21.05.2018;60;1.884900;;
10300000;0;21.05.2018;60;1.892100;;
0;6200000;21.05.2018;60;1.892100;;
0;20600000;29.05.2018;68;1.943600;;
10300000;0;04.06.2018;74;2.024600;;
0;100000000;04.06.2018;74;2.024600;;
0;5500000;08.06.2018;78;2.047300;;
51500000;0;08.06.2018;78;2.047300;;
10300000;0;11.06.2018;81;2.057300;;
11000000;0;11.06.2018;81;2.071400;;
